Index,Abstract,Class
800,"An alternative approach to understanding innovation is made using two intersecting ideas. The first is that successful innovation requires consideration of the social and organizational contexts in which it is located. The complex context of construction work is characterized by inter-organizational collaboration, a project-based approach and power distributed amongst collaborating organizations. The second is that innovations can be divided into two modes: ‘bounded’, where the implications of innovation are restricted within a single, coherent sphere of influence, and ‘unbounded’, where the effects of implementation spill over beyond this. Bounded innovations are adequately explained within the construction literature. However, less discussed are unbounded innovations, where many firms' collaboration is required for successful implementation, even though many innovations can be considered unbounded within construction's inter-organizational context. It is argued that unbounded innovations require an approach to understand and facilitate the interactions both within a range of actors and between the actors and technological artefacts. The insights from a sociology of technology approach can be applied to the multiplicity of negotiations and alignments that constitute the implementation of unbounded innovation. The utility of concepts from the sociology of technology, including ‘system building’ and ‘heterogeneous engineering’, is demonstrated by applying them to an empirical study of an unbounded innovation on a major construction project (the new terminal at Heathrow Airport, London, UK). This study suggests that ‘system building’ contains outcomes that are not only transformations of practices, processes and systems, but also the potential transformation of technologies themselves.",Sociology
17,"Modified Newtonian Dynamics (MOND) and its relativistic version - TeVeS offer us an alternative perspective to understand the universe without the demand of the elusive cold dark matter. This MONDian paradigm is not only competitive with the conventional CDM in a large range of scales, but also even more successful in the galactic scale. Recently, by studying 6 lensing systems, Ferreras et al. (2008) claimed that MOND still needs dark matter even in galactic scales. When we study the same systems, however, we yield an opposite conclusion. In this contribution, we report our result and conclude that MOND does not need dark matter in galactic lensing systems. Furthermore, we extend our study to 22 SLACS (Sloan Lens ACS Survey) lenses, and obtain the same conclusion as well, i.e., no dark matter is needed in elliptical galaxies.",Astronomy
971,"This paper examines the social construction of diagnosis and illness in several ways. First, I discuss the centrality of social construction in medical sociology. Next I discuss the major role of diagnosis in social construction, leading to the need for a sociology of diagnosis. I emphasize controversial and conflictual diagnoses, as a first step toward a more general sociology of diagnosis. Then I put forth a typology of social construction, involving four combinations based on whether a condition is generally accepted and whether a biomedical definition is applied. Next I detail a series of stages in the social construction of a condition. In that process, my primary concern is the initial social discovery, which is essentially a matter of diagnosis, with a secondary emphasis on illness experience. This is followed by stages of treatment and outcome, which recursively affect social construction. I conclude by noting the health policy implications of the social constructionist perspective.",Sociology
822,"There is a strong tendency in the social sciences to understand and conceptualize the new information technologies in terms of their technical properties and to construct the relation to the sociological world as one of applications and impacts. Less work has gone into developing analytic categories that allow us to capture the complex imbrications of technology and society. This article addresses two particular aspects of this challenge through two organizing efforts. First, understanding the place of these new technologies from a sociological perspective requires avoiding a purely technological interpretation and recognizing the embeddedness and the variable outcomes of these technologies for different social orders. These technologies can indeed be constitutive of new social dynamics, but they can also be derivative or merely reproduce older conditions. Second, such an effort will, in turn, call for categories that capture what are now often conceived of as contradictory, or mutually exclusive, attributes. The article examines these two aspects by focusing on three analytic issues for sociology: the embeddedness of the new technologies, the complex interactions between the digital and the material world, and the mediating cultures that organize the relation between these technologies and users.",Sociology
78,"We investigate dark matter halo properties as a function of a time--varying dark energy equation of state. The dynamics of the collapse of the halo is governed by the form of the quintessence potential, the time evolution of its equation of state, the initial conditions of the field and its homogeneity nature in the highly non--linear regime. These have a direct impact on the turnaround, virialisation and collapse times, altering in consequence the non--linear density contrast and virial radius. We compute halo concentrations using the Eke, Navarro &amp; Steinmetz algorithm, examining two extreme scenarios: first, we assume that the quintessence field does not exhibit fluctuations on cluster scales and below - homogeneous fluid; second, we assume that the field inside the overdensity collapses along with the dark matter - inhomogeneous fluid. The Eke, Navarro &amp; Steinmetz prescription reveals, in general, higher halo concentrations in inhomogeneous dark energy models than in their homogeneous equivalents. Halo concentrations appear to be controlled by both changes in formation epochs of the halo cores as well as by differing virialisation overdensities. We derive physical halo properties in all models and discuss their observational implications. We examine two possible methods for comparing observations with theoretical predictions. The first method works on galaxy cluster scales and consists of fitting the observed X-ray cluster gas density distributions to those predicted for an NFW profile. The second method works on galaxy scales and involves the observational measurement of the so--called central density parameter.",Astronomy
432,"By 2025, when most of today’s psychology undergraduates will be in their mid-30s, more than 5 billion people on our planet will be using ultra-broadband, sensor-rich smartphones far beyond the abilities of today’s iPhones, Androids, and Blackberries. Although smartphones were not designed for psychological research, they can collect vast amounts of ecologically valid data, easily and quickly, from large global samples. If participants download the right “psych apps,” smartphones can record where they are, what they are doing, and what they can see and hear and can run interactive surveys, tests, and experiments through touch screens and wireless connections to nearby screens, headsets, biosensors, and other peripherals. This article reviews previous behavioral research using mobile electronic devices, outlines what smartphones can do now and will be able to do in the near future, explains how a smartphone study could work practically given current technology (e.g., in studying ovulatory cycle effects on women’s sexuality), discusses some limitations and challenges of smartphone research, and compares smartphones to other research methods. Smartphone research will require new skills in app development and data analysis and will raise tough new ethical issues, but smartphones could transform psychology even more profoundly than PCs and brain imaging did.",Psychology
431,"In the past 50 years forensic psychological practice has expanded dramatically. Because the practice of forensic psychology differs in important ways from more traditional practice areas (Monahan, 1980) the ""Specialty Guidelines for Forensic Psychologists"" were developed and published in 1991 (Committee on Ethical Guidelines for Forensic Psychologists, 1991). These Specialty Guidelines for Forensic Psychology were developed by the American Psychology-Law Society (Division 41 of the American Psychological Association [APA]) and the American Academy of Forensic Psychology. They were adopted by the APA Council of Representatives on August 3, 2011.",Psychology
763,"This paper is a definition of photo elicitation and a history of its development in anthropology and sociology. The view of photo elicitation in these disciplines, where the greatest number of photo elicitation studies have taken place, organizes photo elicitation studies by topic and by form. The paper also presents practical considerations from a frequent photo elicitation researcher and concludes that photo elicitation enlarges the possibilities of conventional empirical research. In addition, the paper argues that photo elicitation also produces a different kind of information. Photo elicitation evokes information, feelings, and memories that are due to the photograph's particular form of representation.",Sociology
713,"This book reviews the theoretical and empirical work in the sociology of emotions, with appendices on relevant psychological theories as they intersect with sociological theories. The theories are grouped into several basic approaches: dramaturgical and cultural, interaction ritual, symbolic interactionist, exchange, stuctural, and evolutionary. The theories that have been developedwithin these diverse traditions are summarized, and illustrative empirical work using each theory is reviewed.",Sociology
419,"Evidence-based practice is a growing topic of interest in the field of psychology. In 2006, the American Psychological Association (APA) developed a formal policy statement on evidence-based practice in psychology (EBPP). It is now important for the profession to come to a better understanding about what EBPP is (and is not), and to develop a skill set associated with EBPP. The next seven articles explore the history of EBPP, elaborate the definition and present uses of the term, and provide information relevant to the skill set regarding a practice consistent with the evidence-based approach. Many of the articles were derived from the 2007 midwinter meeting of the Council of University Directors of Clinical Psychology, where the program topic was ""Evidence-based Practice: What it is, Why It's Important, and What you Need to Know.""",Psychology
628,"Previous research showed that decisions to act (i.e., actions) produce more regret than decisions not to act (i.e., inactions). This previous research focused on decisions made in isolation and ignored that decisions are often made in response to earlier outcomes. The authors show in 4 experiments that these prior outcomes may promote action and hence make inaction more abnormal. They manipulated information about a prior outcome. As hypothesized, when prior outcomes were positive or absent, people attributed more regret to action than to inaction. However, as predicted and counter to previous research, following negative prior outcomes, more regret was attributed to inaction, a finding that the authors label the inaction effect. Experiment 4, showing differential effects for regret and disappointment, demonstrates the need for emotion-specific predictions.",Psychology
607,"In a compelling defense of the speculative approach to the philosophy of mind, Jerry Fodor argues that, while our best current theories of cognitive psychology view many higher processes as computational, computation itself presupposes an internal medium of representation. Fodor's prime concerns are to buttress the notion of internal representation from a philosophical viewpoint, and to determine those characteristics of this conceptual construct using the empirical data available from linguistics and cognitive psychology.",Psychology
301,"Research Design in Clinical Psychology helps students to achieve a thorough understanding of the entire research process – developing the idea, selecting methods, analyzing the results, and preparing the written scientific report. Drawing examples from clinical research, health, and medicine, author Alan E. Kazdin offers detailed coverage of experimental design, assessment, data evaluation and interpretation, case-control and cohort designs, and qualitative research methods. In addition to new pedagogical tools that guide students through the text, the Fifth Edition offers expanded coverage of key topic areas, such as cultural issues, scientific integrity, and recent changes in the publication and communication of research.",Psychology
248,"We present the results of a morphological study performed to a sample of Ultracompact (UC) HII regions with Extended Emission (EE) using Spitzer--IRAC imagery and 3.6 cm VLA conf. D radio-continuum (RC) maps. Some examples of the comparison between maps and images are presented. Usually there is an IR point source counterpart to the peak(s) of RC emission, at the position of the UC source. We find that the predominant EE morphology is the cometary, and in most cases is coincident with IR emission at 8.0 $\mu$m. Preliminary results of Spitzer--IRAC photometry of a sub-sample of 13 UC HII regions with EE based on GLIMPSE legacy data are also presented. Besides, individual IRAC photometry was performed to 19 UC sources within these 13 regions. We show that UC sources lie on specific locus, both in IRAC color-color and AM-product diagnostic diagrams. Counts of young stellar sources are presented for each region, and we conclude that a proportion of ~ 2%, ~10%, and ~88% of sources in the UC HII regions with EE are, in average, Class I, II, and III, respectively.",Astronomy
577,"This article discusses the use of cluster analysis in family psychology research. It provides an overview of potential clustering methods, the steps involved in cluster analysis, hierarchical and nonhierarchical clustering methods, and validation and interpretation of cluster solutions. The article also reviews 5 uses of clustering in family psychology research: (a) deriving family types, (b) studying families over time, (c) as an interface between qualitative and quantitative methods, (d) as an alternative to multivariate interactions in linear models, and (e) as a data reduction technique for small samples. The article concludes with some cautions for using clustering in family psychology research.",Psychology
680,"xAccording to Marcel Mauss’ definition, mobility is a “total” social phenomenon, in other words a lens through which may be read all of the social relationships of a given society. As early as the 1920s, Robert Park declared that “the man gifted with locomotion” is the subject of urban sociology. The idea is therefore not new but, rather, was long left fallow. Concretely, the central place of mobility in sociology was ignored until the 1970s, when it resurfaced first in urban sociology and then, more recently, in general sociology. However, this rediscovery is accompanied by a multitude of works on mobility whose scope is often very general and theoretical. In this article, we would like to seriously consider the idea that mobility is a “total” social phenomenon and, therefore, that the analysis of mobility teaches us about the composition of and changes in a society. This implies seeing mobility as a tool that must be well defined and finely tuned to be able to “read” a society. As such, we will revisit and identify common conceptual limits of understanding mobility to address the urban phenomenon. Then, using theoretical works on mobility, we will diagnose the pitfalls that a re-conceptualization of mobility must avoid. Thirdly, we will develop a new conceptual proposition based on motility. Finally, from the research findings based on this conceptualization, we will attempt to highlight its contribution to knowledge.",Sociology
901,"This paper describes and makes the case for sociological metatheorizing, or the systematic study of sociological theory. Three types of metatheorizing are delineated on the basis of their end products: the attainment of a deeper understanding of theory, the creation of new theory, and the creation of an overarching theoretical perspective (a metatheory). The basic problems in metatheorizing are reviewed and it is concluded that the most basic difficulty has been the lack of a clear definition of the subfield. Some thoughts on the future of metatheorizing in sociology are offered.",Sociology
978,"The Lived Body takes a fresh look at the notion of human embodiment and provides an ideal textbook for undergraduates on the growing number of courses on the sociology of the body. The authors propose a new approach - an 'Embodied Sociology' - one which makes embodiment central rather than peripheral. They critically examine the dualist legacies of the past, assessing the ideas of a range of key thinkers, from Marx to Freud, Foucault to Giddens, Deleuze to Guattari and Irigary to Grosz, in terms of the bodily themes and issues they address. They also explore new areas of research, including the 'fate' of embodiment in late modernity, sex, gender, medical technology and the body, the sociology of emotions, pain, sleep and artistic representations of the body. The Lived Body will provide students and researchers in medical sociology, health sciences, cultural studies and philosophy with clear, accessible coverage of the major theories and debates in the sociology of the body and a challenging new way of thinking",Sociology
11,"We study the impact of catastrophic errors occurring in the photometric redshifts of galaxies on cosmological parameter estimates with cosmic shear tomography. We consider a fiducial survey with 9-filter set and perform photo-z measurement simulations. It is found that a fraction of 1% galaxies at z_{spec}~0.4 is misidentified to be at z_{phot}~3.5. We then employ both chi^2 fitting method and the extension of Fisher matrix formalism to evaluate the bias on the equation of state parameters of dark energy, w_0 and w_a, induced by those catastrophic outliers. By comparing the results from both methods, we verify that the estimation of w_0 and w_a from the fiducial 5-bin tomographic analyses can be significantly biased. To minimize the impact of this bias, two strategies can be followed: (A) the cosmic shear analysis is restricted to 0.5&lt;z&lt;2.5 where catastrophic redshift errors are expected to be insignificant; (B) a spectroscopic survey is conducted for galaxies with 3&lt;z_{phot}&lt;4. We find that the number of spectroscopic redshifts needed scales as N_{spec} \propto f_{cata}\times A where f_{cata}=1% is the fraction of catastrophic redshift errors (assuming a 9-filter photometric survey) and A is the survey area. For A=1000 {deg}^2, we find that N_{spec}&gt;320 and 860 respectively in order to reduce the joint bias in (w_0,w_a) to be smaller than 2\sigma and 1\sigma. This spectroscopic survey (option B) will improve the Figure of Merit of option A by a factor \times 1.5 thus making such a survey strongly desirable.",Astronomy
384,"""Product Description : Even the smartest among us can feel inept as we fail to figure our which light switch or oven burner to turn on, or whether to push, pull, or slide a door. The fault, argues this fascinating, ingeniouseven liberatingbook, lies not in ourselves, but in product design that ignores the needs of users and the principles of cognitive psychology.The problems range from ambiguous and hidden controls to arbitrary relationships between controls and functions, coupled with a lack of feedback or other assistance and unreasonable demands on memorization. The book presents examples aplentyamong them, the VCR, computer, and office telephone, all models of how not to design for people.But good, usable design is possible. The rules are simple: make things visible, exploit natural relationships that couple function and control, and make intelligent use of constraints. The goal: guide the user effortlessly to the right action on the right control at the right time. But the designer must care.The author is a world-famous psychologist and pioneer in the application of cognitive science. His aim is to raise the consciousness of both consumers and designers to the delights of products that are easy to use and understand."" (http://www.perseusbooksgroup.com/basic/book_detail.jsp?isbn=0465067093)",Psychology
723,"This article explores the conditions under which the sociology of childhood was created, suggests some of the problems encountered in this effort and points to some possible remedies. It is argued that the construction of a sociology of childhood entailed a double task. First, space had to be created for childhood within sociological discourse. Second, the increasing complexity and ambiguity of childhood as a contemporary, destabilized phenomenon had to be confronted. It is argued that, whilst a space for childhood has been created, this was accomplished largely in terms of modernist sociology, a discourse that was increasingly unable to deal adequately with the destabilized world of late modernity. An important aspect of this problem is apparent in the reproduction within the sociology of childhood of the dichotomized oppositions that characterize modernist sociology. Three of these oppositions (agency and structure, nature and culture, being and becoming) are explored. It is suggested that moving the sociology of childhood beyond the grip of such modernist thinking entails developing a strategy for ‘including the excluded middle’. Inter alia this may necessitate greater attention to the interdisciplinarity and the hybridity of childhood; being symmetrical about how childhoods are constructed; attending to the networks, flows and mediations of its production, and the co-construction of generational relations.",Sociology
117,We determine the Galactic production rate of strangelets as a canonical input to calculations of the measurable cosmic ray flux of strangelets by performing simulations of strange star mergers and combining the results with recent estimates of stellar binary populations. We find that the flux depends sensitively on the bag constant of the MIT bag model of QCD and disappears for high values of the bag constant and thus more compact strange stars. In the latter case strange stars could coexist with ordinary neutron stars as they are not converted by the capture of cosmic ray strangelets. An unambiguous detection of an ordinary neutron star would then not rule out the strange matter hypothesis.,Astronomy
947,"The belief is general that the adolescent period is one of great internal turmoil and external disorder resulting, immediately and inevitably, from physiological development. The prevalence of adolescent disorder seems to be exaggerated, and a biological explanation of such disorder as exists seems to be untenable. The behavior phenomena of the adolescent years seem to be culturally determined, but the period has not been studied on the sociological level and the adolescent area of social experience is very imperfectly understood. An approach to the sociological study of the adolescent world may be made by way of the literary behavior of the members. These data are abundant, easily accesible, and highly enlightening.",Sociology
263,"In this thesis we study the influence of a possible variation of fundamental ""constants"" on the process of Big Bang Nucleosynthesis (BBN). Our findings are combined with further studies on variations of constants in other physical processes to constrain models of grand unification (GUT) and quintessence. We will find that the 7Li problem of BBN can be ameliorated if one allows for varying constants, where especially varying light quark masses show a strong influence. Furthermore, we show that recent studies of varying constants are in contradiction with each other and BBN in the framework of six exemplary GUT scenarios, if one assumes monotonic variation with time. We conclude that there is strong tension between recent claims of varying constants, hence either some claims have to be revised, or there are much more sophisticated GUT relations (and/or non-monotonic variations) realized in nature. The methods introduced in this thesis prove to be powerful tools to probe regimes well beyond the Standard Model of particle physics or the concordance model of cosmology, which are currently inaccessible by experiments. Once the first irrefutable proofs of varying constants are available, our method will allow for probing the consistency of models beyond the standard theories like GUT or quintessence and also the compatibility between these models.",Astronomy
127,"We argue that we may be able to sort out dark matter models in which electrons are generated through the annihilation and/or decay of dark matter, by using a fact that the initial energy spectrum is reflected in the cosmic-ray electron flux observed at the Earth even after propagation through the galactic magnetic field. To illustrate our idea we focus on three representative initial spectra: (i)monochromatic (ii)flat and (iii)double-peak ones. We find that those three cases result in significantly different energy spectra, which may be probed by the Fermi satellite in operation or an up-coming cosmic-ray detector such as CALET.",Astronomy
356,"People have a basic need to maintain the integrity of the self, a global sense of personal adequacy. Events that threaten self-integrity arouse stress and self-protective defenses that can hamper performance and growth. However, an intervention known as self-affirmation can curb these negative outcomes. Self-affirmation interventions typically have people write about core personal values. The interventions bring about a more expansive view of the self and its resources, weakening the implications of a threat for personal integrity. Timely affirmations have been shown to improve education, health, and relationship outcomes, with benefits that sometimes persist for months and years. Like other interventions and experiences, self-affirmations can have lasting benefits when they touch off a cycle of adaptive potential, a positive feedback loop between the self-system and the social system that propagates adaptive outcomes over time. The present review highlights both connections with other disciplines and lessons for a social psychological understanding of intervention and change.",Psychology
357,"As president of the American Psychological Association in 1998, I organized researchers and practitioners to work on building well-being, not just on the traditional task of reducing ill-being. Substantial research then found that well-being causes many external benefits, including better physical and mental health. Among the applications of Positive Psychology are national psychological accounts of well-being, Positive Psychotherapy, the classification of strengths and virtues, Comprehensive Soldier Fitness, and Positive Education. Positive Psychology has spread beyond psychology into neuroscience, health, psychiatry, theology, and even to the humanities. Positive Psychology has many critics, and I comment on the strongest criticisms. I conclude with the hope that the building of well-being will become a cornerstone of morality, politics, and religion.",Psychology
402,"People often derive categories while constructing plans to achieve goals. In constructing the plan for a vacation to San Francisco, someone might derive the categories of departure times that minimize work disruption, people to visit in California, and things to pack in a small suitcase. An infinite number of goal-derived categories exist, includingfoods to eat on a diet, clothing to wear while house painting, grocery stores that sell fresh herbs, activities to do on a vacation in Japan with one's grandmother, and so forth. Many of these are ad hoc categories, not established in memory but derived impromptu to achieve a current and novel goal. Whereas some goal-derived categories become well established in memory from being processed on numerous occasions, many others are ad hoc, having never been relevant before. For example, foods to eat on a diet might be a well-established, goal-derived category for someone who diets often, but activities to do on a vacation in Japan with one's grandmother is probably an ad hoc category for most people. Although I only address the ad hoc categories that people derive while constructing plans to achieve goals, ad hoc categories also arise in other contexts, including decision making (Kahneman & Miller, 1986), metaphor (Glucksberg & Keysar, 1990), and comparative judgment (Cech, Shoben, & Love, 1990).",Psychology
955,"The sociology of science rests on the postulate that the objective truth of the product even in the case of that very particular product, scientific truth lies in a particular type of social conditions of production, or, more precisely, in a determinate state of the structure and functioning of the scientific field. The &dquo;pure&dquo; universe of even the &dquo;purest&dquo; science is a social",Sociology
116,"Measurements of clustering in large-scale imaging surveys that make use of photometric redshifts depend on the uncertainties in the redshift determination. We have used light-cone simulations to show how the deprojection method successfully recovers the real space correlation function when applied to mock photometric redshift surveys. We study how the errors in the redshift determination affect the quality of the recovered two-point correlation function. Considering the expected errors associated to the planned photometric redshift surveys, we conclude that this method provides information on the clustering of matter useful for the estimation of cosmological parameters that depend on the large scale distribution of galaxies.",Astronomy
371,"This article discusses the contribution of the psychology of sustainability and sustainable development to well-being in organizations from a primary prevention perspective. It deals with sustainability not only in terms of the ecological, economic, and social environment but also in terms of improving the quality of life of every human being. The psychology of sustainability and sustainable development is seen as a primary prevention perspective that can foster well-being in organizations at all the different levels going from the worker, to the group, to the organization, and also to inter-organizational processes. The possibilities for further research and interventions are also discussed.",Psychology
353,"For whatever reason consciousness evolved, our awareness of ourselves in our ecological niche would be expected to be experienced as compatible. The industrial revolution challenged this compatibility because many individuals worked and lived in inhumane conditions. The technological revolution provides another (less compelling) challenge to this compatibility. Donald A. Norman's goal is to help relieve feelings of incompatibility by putting the blame on the poor design of everyday things in our environment rather than on ourselves. When we fail to deal appropriately with our environment of water faucets, doors, and VCRs, we usually blame ourselves. Norman demonstrates that much of the blame should be placed on the designer and, in so doing, illustrates once again that psychology is relevant to our everyday life. Theories developed and tested in the laboratory can be used to rationalize behavioral successes and failures in everyday life. Although the book seeks to show that the incompatibility is due to the environment and not the participant, it does not address the reason that we blame ourselves. Perhaps our psychology might also speak to this issue as well as the other.",Psychology
370,"In this article, we approach the relationship between neoliberalism and psychological science from the theoretical perspective of cultural psychology. In the first section, we trace how engagement with neoliberal systems results in characteristic tendencies—including a radical abstraction of self from social and material context, an entrepreneurial understanding of self as an ongoing development project, an imperative for personal growth and fulfillment, and an emphasis on affect management for self-regulation—that increasingly constitute the knowledge base of mainstream psychological science. However, as we consider in the second section, psychological science is not just an observer of neoliberalism and its impact on psychological experience. Instead, by studying psychological processes independent of cultural–ecological or historical context and by championing individual growth and affective regulation as the key to optimal well-being, psychological scientists reproduce and reinforce the influence and authority of neoliberal systems. Rather than a disinterested bystander, hegemonic forms of psychological science are thoroughly implicated in the neoliberal project.",Psychology
458,"Abstract : This volume pulls together and republishes, with some editing, updating, and additions, articles written during 1978-86 for internal use within the CIA Directorate of Intelligence. Four of the articles also appeared in the Intelligence Community journal Studies in Intelligence during that time frame. The information is relatively timeless and still relevant to the never-ending quest for better analysis. The articles are based on reviewing cognitive psychology literature concerning how people process information to make judgments on incomplete and ambiguous information. I selected the experiments and findings that seem most relevant to intelligence analysis and most in need of communication to intelligence analysts. I then translated the technical reports into language that intelligence analysts can understand and interpreted the relevance of these findings to the problems intelligence analysts face. The result is a compromise that may not be wholly satisfactory to either research psychologists or intelligence analysts. Cognitive psychologists and decision analysts may complain of oversimplification, while the non-psychologist reader may have to absorb some new terminology. Unfortunately, mental processes are so complex that discussion of them does require some specialized vocabulary.",Psychology
169,"We report results from re-analysis of the visibility data of the first 2-beam observations with VERA (VLBI Exploration of Radio Astrometry), previously reported by Honma et al., 2003 (hereafter A2003). Independently we checked the archival data and found the features noted in A2003 were not from the effect of phase referencing by simultaneous differential VLBI but mainly from a removal of large phase change by subtracting an arbitrary fitted curve to the phase variations. The differential phase of the observed H2O masers between W49 North (W49N) and OH~43.8-0.1 did not show a sinusoidal variation with a period of one sidereal day due to a positional offset from the real celestial positions. We therefore could not reproduce the results in A2003 by a normal positional correction estimated from all time data, but could reproduce almost the same phases only for the first hour by adjusting parameters. Using the parameters, we could not suppress the large amount of phase variations for the successive time data that A2003 did not show in their paper. It is appropriate to regard the analysis in A2003 as not being proper for showing the performance of the instrument for phase referencing, which should be demonstrated by other experiments observing several pairs of continuum sources.",Astronomy
964,"The contribution of the field of science and technology studies (STS) to mainstream sociology has so far been slim because of a misunderstanding about what it means to provide a social explanation of a piece of science or of an artifact. The type of explanation possible for religion, art or popular culture no longer works in the case of hard science or technology. This does not mean that science and technology escapes sociological explanation, but that a deep redistribution of what is a social explanation is in order. Once this misunderstanding has been clarified, it becomes interesting to measure up the challenge raised by STS to the usual epistemologies social sciences believed necessary for their undertakings. The social sciences imitate the natural sciences in a way that render them unable to profit from the type of objectivity found in the natural sciences. It is argued that by following the STS lead, social sciences may start to imitate the natural sciences in a very different fashion. Once the meanings ""social"" and ""science"" are reconfigured, the definition of what a ""social science"" is and what it can do in the political arena is considered. Again it is not by imitating the philosophers of science's ideas of what is a natural science that sociology can be made politically relevant.",Sociology
99,"We develop analytic approximations of thermodynamic functions of fully ionized nonideal electron-ion plasma mixtures. In the regime of strong Coulomb coupling, we use our previously developed analytic approximations for the free energy of one-component plasmas with rigid and polarizable electron background and apply the linear mixing rule (LMR). Other thermodynamic functions are obtained through analytic derivation of this free energy. In order to obtain an analytic approximation for the intermediate coupling and transition to the Debye-Hueckel limit, we perform hypernetted-chain calculations of the free energy, internal energy, and pressure for mixtures of different ion species and introduce a correction to the LMR, which allows a smooth transition from strong to weak Coulomb coupling in agreement with the numerical results.",Astronomy
750,"Responding to the growing gap between the sociological ethos and the world we study, the challenge of public sociology is to engage multiple publics in multiple ways. These public sociologies should not be left out in the cold, but brought into the framework of our discipline. In this way we make public sociology a visible and legitimate enterprise, and, thereby, invigorate the discipline as a whole. Accordingly, if we map out the division of sociological labor, we discover antagonistic interdependence among four types of knowledge: professional, critical, policy, and public. In the best of all worlds the flourishing of each type of sociology is a condition for the flourishing of all, but they can just as easily assume pathological forms or become victims of exclusion and subordination. This field of power beckons us to explore the relations among the four types of sociology as they vary historically and nationally, and as they provide the template for divergent individual careers. Finally, comparing disciplines points to the umbilical chord that connects sociology to the world of publics, underlining sociology's particular investment in the defense of civil society, itself beleaguered by the encroachment of markets and states.",Sociology
358,"Evolutionary psychology has penetrated many disciplines, and space limitations unfortunately precluded inclusion of all of them. Asthese words are written , there are rapidly emerging new hybrid disciplines, such as evolutionary In the final analysis, all human behavior-including economic behavior, legal behavior, artistic behavior , and organizational behavior-is a product of evolved psychological mechanisms. I predict that in the not too distant future, all of these diverse and seemingly unrelated fields will be based on a new evolutionary foundation. D ARwINIAN LITERARY STUDY has emerged only in the past 15 years or so, and its practitioners still constitute a relatively small community on the margins of the academic literary establishment. That establishment is oriented to postmodern beliefs and thus repudiates the ideas both of human nature and of objective scientific knowledge. Darwinian literary critics embrace the notion of consilience, affirm the cogency of Darwinian evolutionary theory, and assimilate the findings of Darwinian social science. They would agree with E. O. Wilson (1998) that the world constitutes a unified causal order and that knowledge itself forms an integrated field that encompasses the physical sciences, the social sciences , and the humanities. They affirm that human mental and cultural activity is constrained by the principles that regulate all biological activity, life has evolved through an adaptive process by means of natural selection, and all complex functional structure in living things has been produced by adaptation. They argue that the adapted mind produces literature and that literature reflects the structure and character of the adapted mind. To distinguish this kind of literary study from other schools that are in some way associated with ""evolutionary"" thinking, I refer to it as adaptationist or Darwinian literary study. Adaptationist literary study makes use of a variety of concepts common in other approaches to literary study-eoncepts such as point of view, realism and symbolism, character/setting/plot, thematic structure, tone, and formal organization. Adaptationist critics locate all of these concepts in relation to a structured account of human nature, and they derive that account from Darwinian social science. The Human Nature and Literary Meaning: A Model section outlines the concept of human nature that is now emerging from Darwinian social science and integrates the standard concepts of literary analysis with that model. ilef8P@, entering-intQ that expQsitiQn; I prQvide SQIHe baekgrQ1:ina ana eOfltext fOI adapta tiol'1ist literary sh:l:dy, outliniflg the Blain histolical HtO\r.ements in liletalY lhem, .over the past 150 …",Psychology
561,"Recent investigations of the psychology of preferences have demonstrated several intriguing discrepancies between subjective and objective conceptions of decisions. For example, the threat of a loss has a greater impact on a decision than the possibility of an equivalent gain. Most people are also very sensitive to the difference between certainty and high probability and relatively insensitive to intermediate gradations of probability. The regret associated with a loss that was incurred by an action tends to be more intense than the regret associated with inaction or a missed opportunity. These observations and others of a similar character contribute to the understanding of how people make decisions and to the elucidation of some puzzles of rational choice . . . . We asked a large number of physicians to consider the following problem: Imagine that the U.S. is preparing for the outbreak of a rare Asian disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows: If Program A is adopted, 200 people will be saved. If Program B is adopted, there is a 1/3 probability that 600 people will be saved and a 2/3 probability that no people will be saved. Which of the two programs would you favor. The majority response to this problem is a risk-averse preference for Program A over Program B. Other respondents were presented with the same problem but a different formulation of the programs: If Program C is adopted, 400 people will die.",Psychology
613,"The study of consciousness the conscious human mind - selection, reception, and creation the workings of the conscious mind the machinery of consciousness the temporal dimension of consciousness multiple consciousness the organized systems - changing consciousness.",Psychology
15,We recalibrate a standard solar model seismologically to estimate the main-sequence age of the Sun. Our procedure differs from what we have done in the past by removing from the observed frequencies the effect of hydrogen ionization and the superadiabatic convective boundary layer. Our preliminary result is $t_\odot=4.63 \pm 0.02$ Gy.,Astronomy
335,"The author proposes a theory of social im- pact specifying the effect of other persons on an in- dividual. According to the theory, when other people are the source of impact and the individual is the target, impact should be a multiplicative function of the strength, immediacy, and number of other people. Fur- thermore, impact should take the form of a power func- tion, with the marginal effect of the Nth other person being less than that of the (N — l)th. Finally, when other people stand with the individual as the target of forces from outside the group, impact should be divided such that the resultant is an inverse power function of the strength, immediacy, and number of persons stand- ing together. The author reviews relevant evidence from research on conformity and imitation, stage fright and embarrassment, news interest, bystander interven- tion, tipping, inquiring for Christ, productivity in groups, and crowding in rats. He also discusses the unresolved issues and desirable characteristics of the theory.",Psychology
